道路區塊,鄉鎮,路名1,路名2,起點路口,迄點路口,道路區塊總面積,路長,路寬,道路轄管,道路類型,投影面積,交通量,投影比例,申請路政,挖掘面積,平均溫度,強降雨,搶修案件,液化潛勢,管線衝突點,淺埋位置回報,埋深,埋深=0,埋深>0,埋深>0.3m且埋深<1.2m,PCI分數
PC004612,板橋區,館前西路, ,大觀路一段,縣民大道一段,9629.72,606.3,15.9,市,路段,19.90324787,中,0.21%,8,43.08,12,10,,3,292,,高,12,3,69,36.60212
PC004614,板橋區,雙十路三段, ,溪頭街,江寧路,1712.2,137,10.8,區,路段,0.078468717,中,0.00%,3,40.32,12,77,,2,171,,低,9,NULL,NULL,53.1099
PC004618,板橋區,縣民大道一段, ,館前西路,環河道路,14136.33,51.9,22.4,區,路段,,高,0.00%,1,205.6,12,10,,2,11,,低,NULL,NULL,NULL,84.14078
PC004619,板橋區,館前西路, ,大觀路一段,縣民大道一段,9629.72,606.3,15.9,市,路段,8.582511005,中,0.09%,3,9.8,12,10,,3,85,,低,8,NULL,NULL,60.06722
PC004620,板橋區,館前西路, ,大觀路一段,縣民大道一段,9629.72,22.7,14.5,市區,路段,,中,0.00%,1,15,12,10,,3,87,,低,NULL,NULL,2,80.97532
PC004622,板橋區,府中路, ,倉後街,縣民大道一段,6160.41,21.4,12.7,區,路段,,中,0.00%,7,172.4,12,10,,3,198,,低,NULL,NULL,1,0
PL000007,坪林區,國中路, ,上德路,坪林街,2205.24,189.2,11.7,市,路段,6.672090594,中,0.30%,1,170,,97,,NULL,3,,低,6,NULL,2,100
PL000008,坪林區,坪林街, ,國中路,水柳腳路(北宜公路),2124.22,236.7,9,市,路段,16.57747115,中,0.78%,0,NULL,,97,,NULL,15,,中,16,NULL,8,96.51726
PL000018,坪林區,上德路, ,坪石路,上德路,20610.65,2614.7,7.9,市,路段,12.38810775,低,0.06%,0,NULL,,101,,NULL,2,,低,5,NULL,NULL,70.08425
PL000023,坪林區,坪林街, ,上德路,國中路,1539.35,280.5,5.5,區,路段,8.132493913,低,0.53%,3,2.6,,97,,NULL,7,,低,13,NULL,3,100
PL000024,坪林區,坪雙路, ,坪雙路,坪雙路,3039.62,377.9,8,區,路段,,低,0.00%,0,NULL,,101,,NULL,NULL,,低,NULL,NULL,1,90.5897
PL000025,坪林區,坪雙路, ,坪雙路,坪雙路,87934.78,15658.9,5.6,區,路段,27.95677924,低,0.03%,0,NULL,,97,,NULL,NULL,,低,11,NULL,1,92.54626
PL000028,坪林區,坪雙路, ,上德路,坪雙路,3986.76,481.9,8.3,區,路段,6.671899062,中,0.17%,1,3,,97,,NULL,1,,中,6,NULL,6,84.54502
PL000114,坪林區,坪石路, ,坪石路,上德路,13754.21,1956.2,7,市,路段,2.54699491,低,0.02%,0,NULL,,97,,NULL,NULL,,低,5,NULL,NULL,94.53439
PL000182,坪林區,上德路, ,上德路,國中路,7167.4,281.5,8.5,市,路段,1.946018206,中,0.03%,0,NULL,,97,,NULL,NULL,,低,2,NULL,NULL,86.787
PL000241,坪林區,上德路, ,上德路,國中路,7167.4,194.8,8.5,市區,路段,,中,0.00%,1,3,,97,,NULL,6,,中,NULL,NULL,6,57.11583
PL000242,坪林區,上德路, ,上德路,國中路,7167.4,167.8,8.5,市,路段,,中,0.00%,0,NULL,,97,,NULL,4,,高,NULL,NULL,13,96.18844
PS000036,平溪區,東勢格農路, ,紫來產業道路,東勢格農路,1862.59,258.7,7.2,區,路段,,低,0.00%,0,NULL,,100,,NULL,NULL,,低,NULL,NULL,NULL,96.06112
PS000037,平溪區,紫來產業道路, ,平十公路,東勢格農路,18489.04,2599.2,7.1,區,路段,36.46015338,低,0.20%,0,NULL,,100,,NULL,11,,低,7,NULL,NULL,84.26613
PS000039,平溪區,瑞平公路, ,八分寮路(瑞平公路),瑞平公路,37010,4854.8,7.6,市,路段,9.159112275,低,0.02%,0,NULL,,94,,NULL,NULL,,低,5,NULL,NULL,44.09418
PS000052,平溪區,平十公路, ,平十公路,平十公路,1664.62,161.8,10.3,市,路段,,中,0.00%,0,NULL,,100,,NULL,1,,低,NULL,NULL,NULL,87.55713
PS000083,平溪區,平十公路, ,平十公路,平十公路,1938.68,376.1,5.2,市,路段,4.757293599,低,0.25%,0,NULL,,100,,NULL,3,,低,3,NULL,NULL,63.63713
PS000206,平溪區,十分街(基福公路), ,平十公路,瑞平公路,6257.94,620.5,10.1,市,路段,,中,0.00%,1,17.4,,94,,NULL,19,,低,NULL,NULL,3,50.56113
PS000220,平溪區,平十公路, ,平十公路,平十公路,18252.5,3927.9,4.6,市,路段,6.589984565,低,0.04%,2,230.47,,94,,NULL,NULL,,低,6,NULL,NULL,94.92839
PS000221,平溪區,雙菁路, ,雙菁路,雙菁路,8275.37,1061.3,7.8,市,路段,3.652533084,低,0.04%,1,96,,100,,NULL,NULL,,低,1,NULL,NULL,85.97238
PS000222,平溪區,八分寮路(瑞平公路), ,瑞平公路,八分寮路,10.27,1.3,7.9,市,路段,,低,0.00%,0,NULL,,8,,NULL,NULL,,低,NULL,NULL,NULL,100
PS000223,平溪區,汐平公路, ,汐平公路,汐平公路,43576.45,5236,8.3,區,路段,3.086164336,中,0.01%,0,NULL,,100,,NULL,NULL,,低,1,NULL,NULL,60.84027
PS000224,平溪區,雙菁公路, ,雙菁公路,雙菁路,903.45,116.1,7.8,市,路段,,低,0.00%,0,NULL,,100,,NULL,NULL,,低,NULL,NULL,NULL,100
PS000334,平溪區,瑞平公路, ,十分街(基福公路),瑞平公路,12161.77,1268.6,9.6,市,路段,8.280996215,中,0.07%,1,18.49,,94,,NULL,9,,低,3,NULL,2,64.20812
PS000337,平溪區,平十公路, ,平十公路,十分街(基福公路),5526.9,624.7,8.8,市,路段,2.293492523,中,0.04%,3,117.48,,94,,NULL,16,,低,3,NULL,NULL,94.79735
PS000703,平溪區,汐平公路, ,汐平公路,石底街,14295.73,1345.7,10.6,區,路段,1.223977276,中,0.01%,0,NULL,,100,,NULL,2,,低,4,NULL,3,67.10438
PS000715,平溪區,平十公路, ,石底街,平十公路,5820.91,580.1,10,市,路段,5.622813184,中,0.10%,4,610.05,,100,,NULL,14,,低,18,NULL,1,65.31332
PS000716,平溪區,石底街, ,雙菁路,平十公路,16459.13,1436.7,11.5,市,路段,,中,0.00%,7,831.61,,100,,NULL,57,,高,NULL,NULL,17,55.78269
PS000717,平溪區,雙菁路, ,雙菁路,石底街,18732.53,1777,10.5,市,路段,4.590800472,中,0.02%,3,538.51,,100,,NULL,16,,低,3,NULL,5,58.39399
RF000003,瑞芳區,瑞竹路, ,月眉路,大埔路,3872.9,546.1,7.1,區,路段,,低,0.00%,0,NULL,,105,,NULL,90,,高,NULL,NULL,11,41.54954
RF000005,瑞芳區,大埔路, ,瑞竹路,粗坑口路(瑞八公路),3795.93,497.8,7.6,區,路段,11.87881446,低,0.31%,2,9.69,,8,,NULL,229,,高,4,NULL,11,92.82806
RF000049,瑞芳區,濱二路(九濱公路), ,瑞濱路(北部濱海公路),坑尾巷(九濱公路),22607.33,2669.9,8.5,區,路段,22.63406017,中,0.10%,0,NULL,,5,,NULL,9,,中,4,NULL,6,58.63897
RF000051,瑞芳區,明燈路一段(瑞侯公路), ,瑞金公路,九芎橋路(瑞侯公路),24527.47,2129.4,11.5,區,路段,310.6335659,中,1.27%,0,NULL,,103,,NULL,8,,低,8,NULL,5,39.86111
RF000052,瑞芳區,侯硐路(侯牡公路), ,九芎橋路(瑞侯公路),侯牡公路,13681.9,1426.9,9.6,區,路段,,中,0.00%,0,NULL,,103,,NULL,NULL,,低,NULL,NULL,2,39.13661
RF000061,瑞芳區,坑子內路(瑞平公路), ,坑子內路(瑞平公路),八分寮路(瑞平公路),320.06,37.4,8.6,市,路段,,中,0.00%,0,NULL,,108,,NULL,NULL,,低,NULL,NULL,1,100
RF000070,瑞芳區,逢甲路, ,岳王路,台2丁,2145.91,310.2,6.9,市,路段,0.031723724,低,0.00%,1,2.4,,5,,NULL,19,,低,1,NULL,1,57.02255
RF000610,瑞芳區,洞頂路(金水公路), ,金水公路,北部濱海公路,3903.74,260.8,15,區,路段,1.178563689,中,0.03%,1,24.25,,103,,NULL,13,,低,4,NULL,NULL,13.82833
RF000612,瑞芳區,金水公路, ,明里路(金水公路),洞頂路(金水公路),2021.82,207.3,9.8,區,路段,,中,0.00%,0,NULL,,103,,NULL,8,,低,NULL,NULL,NULL,67.36238
RF000613,瑞芳區,明里路(金水公路), ,長仁路,金水公路,2713.24,396.5,6.8,區,路段,2.882720081,低,0.11%,0,NULL,,103,,NULL,3,,低,3,NULL,NULL,71.80182
RF000614,瑞芳區,金水公路, ,五號路(金水公路),長仁路,11094.93,1392.1,8,區,路段,0.965130422,低,0.01%,0,NULL,,103,,NULL,NULL,,低,1,NULL,NULL,35.5099
RF000615,瑞芳區,五號路(金水公路), ,祈堂路(瑞金公路),金水公路,4832.19,551.8,8.8,區,路段,0.386785088,中,0.01%,0,NULL,,103,,NULL,6,,低,3,NULL,1,37.37428
RF000616,瑞芳區,祈堂路(瑞金公路), ,金光路(瑞金公路),五號路(金水公路),2261.11,235.1,9.6,區,路段,,中,0.00%,1,5.7,,103,,NULL,17,,低,NULL,NULL,NULL,39.48077
RF000618,瑞芳區,金光路(瑞金公路), ,瑞雙公路,祈堂路(瑞金公路),14208.06,1846.3,7.7,區,路段,5.815121078,低,0.04%,4,28.98,,103,,NULL,101,,中,9,NULL,9,16.77322
RF000619,瑞芳區,汽車路(瑞金公路), ,瑞金公路,瑞雙公路,16506.81,1835.6,9,市,路段,68.95744176,中,0.42%,11,66.62,,103,,NULL,180,,高,29,NULL,17,26.15038
RF000620,瑞芳區,瑞金公路, ,明燈路一段,汽車路(瑞金公路),17761.5,1843.3,9.6,市,路段,26.14665013,中,0.15%,7,33.05,,5,,NULL,74,,低,14,NULL,5,37.65815
RF000621,瑞芳區,明燈路一段, ,明燈路二段,瑞金公路,11437.96,971.8,11.8,市,路段,14.04407778,中,0.12%,6,25.46,,5,,NULL,54,,高,9,NULL,11,36.08939
RF000625,瑞芳區,坑尾巷(九濱公路), ,濱二路(九濱公路),汽車路(瑞金公路),8639.51,1149.9,7.5,區,路段,3.862879235,低,0.04%,6,23.32,,103,,NULL,16,,中,6,NULL,6,89.86251
RF000626,瑞芳區,[鰈]魚坑路(瑞平公路), ,[鰈]魚坑路(瑞八公路),坑子內路(瑞平公路),11138.67,1029,10.8,市,路段,11.64906507,中,0.10%,1,3.47,,108,,NULL,82,,低,10,1,1,8.47622
RF000627,瑞芳區,坑子內路(瑞平公路), ,[鰈]魚坑路(瑞平公路),坑子內路(瑞平公路),6533.66,592.5,11,市,路段,38.54045287,中,0.59%,0,NULL,,108,,NULL,2,,低,3,NULL,2,74.17665
RF000629,瑞芳區,岳王路, ,逢甲路,瑞濱路,3952.42,682.6,5.8,區,路段,0.155664892,低,0.00%,0,NULL,,5,,NULL,52,,低,1,NULL,1,33.73242
RF000630,瑞芳區,瑞濱路, ,岳王路,建基路一段(北部濱海公路),14616.57,2303.6,6.3,區,路段,2.817383103,低,0.02%,2,13.51,,5,,NULL,33,,低,4,NULL,1,87.56422
RF001065,瑞芳區,明燈路二段, ,台2丁,明燈路二段,831.08,164.4,8.6,市,路段,,中,0.00%,0,NULL,,5,,NULL,1,,低,NULL,NULL,1,56.81348
RF001069,瑞芳區,明燈路二段, ,台2丁,明燈路一段,4121.16,593.5,10.1,市,路段,,中,0.00%,0,NULL,,5,,NULL,NULL,,低,NULL,NULL,4,41.87915
RF001296,瑞芳區,八分寮路(瑞平公路), ,坑子內路(瑞平公路),八分寮路(瑞平公路),44805.86,5738.7,7.8,市,路段,52.05348439,低,0.12%,0,NULL,,108,,NULL,16,,低,14,NULL,1,44.58765
RF001298,瑞芳區,侯牡公路, ,侯牡公路,侯牡公路,278.8,35.6,7.8,區,路段,,低,0.00%,0,NULL,,106,,NULL,NULL,,低,NULL,NULL,NULL,100
RF001299,瑞芳區,侯牡公路, ,侯硐路(侯牡公路),侯牡公路,37939.66,3607.2,10.5,區,路段,,中,0.00%,0,NULL,,103,,NULL,NULL,,低,NULL,NULL,NULL,62.66642
RF001300,瑞芳區,瑞雙公路, ,汽車路(瑞金公路),瑞雙公路,42337.49,5573.6,7.6,市,路段,7.170656609,低,0.02%,0,NULL,,103,,NULL,3,,中,3,NULL,7,39.62376
RF001303,瑞芳區,逢甲路(基瑞公路), ,逢甲路(基瑞公路),逢甲路,4256.23,524.9,8.1,區,路段,,中,0.00%,0,NULL,,105,,NULL,9,,中,NULL,NULL,7,35.06565
RF001304,瑞芳區,逢甲路, ,逢甲路(基瑞公路),逢甲路,4534.76,454.8,10,市,路段,14.91210046,中,0.33%,0,NULL,,108,,NULL,5,,低,3,NULL,3,31.85358
RF001306,瑞芳區,逢甲路, ,逢甲路,岳王路,11573.2,1443.3,8.4,市,路段,41.79807112,中,0.36%,2,10.29,,108,,NULL,22,,中,3,NULL,8,50.36019
RF001313,瑞芳區,月眉路, ,月眉路,瑞竹路,8372.22,83.1,9.3,區,路段,27.17835775,中,0.32%,1,5.91,,105,,NULL,2,,低,5,NULL,3,6.42271
RF001963,瑞芳區,逢甲路, ,台2丁,逢甲路,581.92,264,5.1,市,路段,,低,0.00%,2,18.9,,5,,NULL,3,,低,NULL,NULL,1,100
RF001966,瑞芳區,長仁路, ,明里路(金水公路),長仁路,9538.71,78.5,7,區,路段,,低,0.00%,0,NULL,,103,,NULL,NULL,,低,NULL,NULL,NULL,77.08449
RF001967,瑞芳區,九芎橋路(瑞侯公路), ,明燈路一段(瑞侯公路),侯硐路(侯牡公路),4650.03,105,11.6,區,路段,3.341351295,中,0.07%,0,NULL,,103,,NULL,NULL,,低,NULL,NULL,2,100
SC000006,三重區,中正北路, ,中正北路,中正南路,3050.49,380.2,8,市,路段,,低,0.00%,0,NULL,11,77,,1,26,,高,NULL,NULL,36,14.30442
SC000198,三重區,幸福東路, ,幸福東路,中興北街42巷,1.46,0.7,2.1,區,路段,0.458460879,低,31.40%,0,NULL,11,77,,2,NULL,,低,2,NULL,1,100
SC000304,三重區,重陽路三段, ,重陽路四段,安慶街,4832.48,203.2,23.8,市,路段,,高,0.00%,5,296.18,11,77,,2,222,,高,NULL,NULL,62,51.79228
SC000512,三重區,後竹圍街, ,力行路一段,車路頭街,794.58,103.5,7.7,區,路段,,低,0.00%,1,198,11,77,,2,23,,高,NULL,NULL,22,100
SC000584,三重區,三和路四段, ,三和路四段,溪尾街,30148.97,1287.1,23.4,市,路段,108.6004079,高,0.36%,24,351.05,11,102,,2,1094,,高,30,NULL,451,34.32142
SC000751,三重區,中正北路, ,重陽路二段,重新路三段,13764.41,582.3,23.6,市,路段,0.002195449,高,0.00%,4,114.68,11,77,,2,265,,高,1,NULL,112,9.8717
SC000752,三重區,五華街, ,三信路,碧華街,3950.3,330.6,11.9,區,路段,0.893564945,中,0.02%,4,454.34,11,102,,3,115,,高,19,NULL,65,0
SC000753,三重區,集賢路, ,三信路,環河北路三段,18228.22,609.4,29.9,市,路段,,高,0.00%,11,252.34,11,102,,2,177,,高,NULL,NULL,37,86.24721
SC000757,三重區,三和路二段, ,三和路三段,長壽街,7814.38,369.7,21.1,市,路段,5.760891072,高,0.07%,4,359.75,11,77,,2,172,,高,9,NULL,114,56.1017
SC000758,三重區,三和路三段, ,龍門路,三和路二段,5452.01,229.7,23.7,市,路段,1.660456532,高,0.03%,8,48.78,11,77,,2,135,,高,7,NULL,73,44.87655
SC000767,三重區,福德北路, ,三和路二段,重新路一段,3852.85,237.3,16.2,市,路段,,高,0.00%,7,115.89,11,77,,1,116,,高,NULL,NULL,97,33.73976
SC000768,三重區,五華街, ,自強路五段,仁忠街,449.06,37.2,12.1,區,路段,0.054522161,中,0.01%,1,168.75,11,77,,2,19,,高,NULL,NULL,14,100
SC000775,三重區,中正路, ,集賢路,中正路,6146.25,197.8,31.1,市,路段,,高,0.00%,0,NULL,11,77,,2,NULL,,低,NULL,NULL,NULL,80.76933
SC000776,三重區,集賢路, ,集賢路,中正路,9453.55,494.3,19.1,市,路段,,高,0.00%,2,35,11,102,,2,2,,低,NULL,NULL,2,66.21154
SC000883,三重區,力行路一段, ,後竹圍街,忠孝路二段,3305.19,183.2,18,區,路段,,高,0.00%,2,20.75,11,77,,2,47,,高,NULL,NULL,47,31.41373
SC000920,三重區,大仁街, ,明志街,中正北路,1949.56,141.8,13.7,區,路段,,中,0.00%,0,NULL,11,77,,1,27,,高,NULL,NULL,34,58.37432
SC001083,三重區,力行路一段, ,大勇街,後竹圍街,1568.73,85.3,18.4,區,路段,,高,0.00%,1,198,11,77,,2,62,,高,NULL,NULL,43,47.59978
SC001086,三重區,力行路一段, ,力行路二段,大勇街,2453.6,105.8,23.2,區,路段,,高,0.00%,0,NULL,11,77,,2,73,,高,NULL,NULL,38,18.06268
SC001087,三重區,力行路二段, ,永福街,力行路一段,4866.39,160,30.4,區,路段,5.762003275,高,0.12%,2,244,11,77,,2,57,,高,5,NULL,38,65.80404
SC001088,三重區,力行路二段, ,車路頭街,永福街,7557,393.7,19.2,區,路段,,高,0.00%,7,303.13,11,77,,2,156,,高,NULL,NULL,107,16.0169
SC001119,三重區,五華街, ,富華街,自強路五段,4111.85,353.8,11.6,區,路段,,中,0.00%,7,691.55,11,102,,2,58,,高,NULL,NULL,63,15.5286
SC001122,三重區,五華街, ,富福街,富華街,332.59,29,11.5,區,路段,,中,0.00%,0,NULL,11,102,,3,3,,中,NULL,NULL,7,47.05969
SC001124,三重區,五華街, ,碧華街,富福街,380.37,32.3,11.8,區,路段,,中,0.00%,0,NULL,11,102,,3,9,,中,NULL,NULL,10,42.90932
SC001189,三重區,集賢路, ,五華街,三信路,16094.21,517.8,31.1,市,路段,,高,0.00%,13,259.52,11,102,,3,185,,高,NULL,NULL,53,87.84691
SC001228,三重區,五谷王北街, ,五谷王北街,五谷王北街,1275.94,169.1,7.5,區,路段,,低,0.00%,0,NULL,11,77,,2,2,,低,NULL,NULL,1,64.73366
SC001240,三重區,頂崁街, ,中正北路,疏洪東路二段,8113.29,706.1,11.5,區,路段,0.033553942,中,0.00%,4,5.84,11,77,,2,358,,高,NULL,NULL,244,55.51848
SC001241,三重區,力行路一段, ,忠孝路二段,重陽路三段,11610.74,601.4,19.3,區,路段,0.299876471,高,0.00%,3,1161.28,11,77,,2,306,,高,10,NULL,202,63.31611
SC001245,三重區,力行路二段, ,三和路四段,車路頭街,915.01,50,18.3,區,路段,2.210475574,高,0.24%,6,129,11,77,,2,42,,高,5,NULL,36,53.87251
SC001248,三重區,後竹圍街, ,中正北路,力行路一段,3405.54,462.5,7.4,區,路段,,低,0.00%,2,4.6,11,77,,2,113,,高,NULL,NULL,87,92.2508
SC001250,三重區,後竹圍街, ,車路頭街,自強路三段,2604.16,322.9,8.1,區,路段,0.010171566,中,0.00%,1,198,11,77,,2,65,,高,1,NULL,63,42.01761
SC001252,三重區,後竹圍街, ,自強路三段,永德街,1145.84,166.1,6.9,區,路段,,低,0.00%,0,NULL,11,,,2,61,,高,NULL,NULL,50,100
SC001254,三重區,後竹圍街, ,永德街,大智街,381.24,61.7,6.2,區,路段,,低,0.00%,0,NULL,11,,,2,18,,高,NULL,NULL,15,100
SC001256,三重區,後竹圍街, ,大智街,三和路四段,1534.4,240.1,6.4,區,路段,,低,0.00%,0,NULL,11,,,2,80,,高,NULL,NULL,61,100
SC001257,三重區,溪尾街, ,福隆路,三和路四段,5110.35,397.8,12.8,區,路段,12.8767267,中,0.25%,2,9,11,,,2,145,,高,5,1,80,31.03303
SC001259,三重區,溪尾街, ,自強路四段,福隆路,906.53,76.1,11.9,區,路段,,中,0.00%,0,NULL,11,,,2,48,,高,NULL,NULL,23,30.99395
SC001261,三重區,溪尾街, ,仁愛街,自強路四段,6393.92,484.7,13.2,區,路段,0.265973617,中,0.00%,13,226.31,11,,,2,157,,高,3,NULL,158,54.00339
SC001264,三重區,溪尾街, ,碧華街,仁愛街,258.58,19.7,13.1,區,路段,1.262176756,中,0.49%,0,NULL,11,,,2,2,,中,3,NULL,8,79.32486
SC001266,三重區,溪尾街, ,五華街,碧華街,4880.98,399.9,12.2,區,路段,,中,0.00%,9,637.89,11,,,3,77,,高,NULL,NULL,48,66.64459
SC001268,三重區,五華街, ,三賢街,三信路,2112.41,183.7,11.5,區,路段,,中,0.00%,3,64.45,11,,,3,30,,高,NULL,2,15,100
SC001270,三重區,五華街, ,集賢路,三賢街,1731.7,134.6,12.9,區,路段,,中,0.00%,2,16.5,11,,,3,30,,低,NULL,NULL,3,34.2728
SC001273,三重區,中正南路, ,重新路三段,同安街,13438.1,541.2,24.8,市,路段,4.79074063,高,0.04%,11,84.48,11,,,2,469,,高,2,1,221,95.13843
SC001275,三重區,中正南路, ,同安街,重安街(縱貫公路),2013.47,69.6,28.9,市,路段,0.314887008,高,0.02%,0,NULL,11,,,2,38,,高,1,1,25,70.08901
SC001277,三重區,中正南路, ,中正南路,重安街(縱貫公路),361.6,37.2,9.7,市,路段,,中,0.00%,3,8.88,11,,,2,5,,中,NULL,NULL,7,87.28963
SC001293,三重區,成功路, ,重新路四段,環河南路,17936.07,694.1,25.8,市,路段,433.5499856,高,2.42%,7,74.9,11,,,2,269,,高,40,NULL,164,71.26467
SC001294,三重區,成功路, ,疏洪東路一段,成功路,1377.99,241.7,5.7,市,路段,,低,0.00%,0,NULL,11,,,2,20,,高,NULL,NULL,23,100
SC001295,三重區,重陽路一段, ,中山路(縱貫公路),重新路四段,12067.09,497.9,24.2,市,路段,,高,0.00%,8,40.21,11,,,2,665,,高,NULL,NULL,241,17.29169
SC001297,三重區,重陽路二段, ,中正北路,中山路(縱貫公路),6068.11,257.5,23.6,市,路段,,高,0.00%,1,6,11,,,2,325,,高,NULL,NULL,106,44.74567
SC001316,三重區,重陽路四段, ,大智街,重陽路三段,2328.52,95.9,24.3,市,路段,,高,0.00%,1,4.5,11,77,,2,110,,高,NULL,NULL,43,4.01795
SC001318,三重區,重陽路四段, ,三和路三段,大智街,8758.72,360.2,24.3,市,路段,1.54461375,高,0.02%,12,184.64,11,77,,2,422,,高,17,NULL,132,6.40593
SC001319,三重區,三和路二段, ,長壽街,長元街,3577.3,246.2,14.5,市,路段,0.134711931,中,0.00%,5,12052.07,11,77,,2,107,,高,NULL,NULL,85,31.28543
SC001322,三重區,三和路三段, ,重陽路四段,龍門路,3512.11,138.4,25.4,市,路段,,高,0.00%,3,205.45,11,77,,2,60,,高,NULL,NULL,46,39.52252
SC001324,三重區,三和路三段, ,三和路四段,重陽路四段,4780.03,205.7,23.2,市,路段,,高,0.00%,2,9,11,77,,2,176,,高,NULL,NULL,79,43.9967
SC001331,三重區,五華街, ,五華街,集賢路,1004.67,80.3,12.5,區,路段,,中,0.00%,0,NULL,11,102,,3,41,,低,NULL,NULL,2,43.42008
SC001332,三重區,五華街, ,五華街,集賢路,155.31,26.9,5.8,區,路段,,低,0.00%,0,NULL,11,102,,3,NULL,,低,NULL,NULL,1,100
SC001333,三重區,集賢路, ,集賢路,五華街,7233.61,272.4,26.6,市,路段,,高,0.00%,10,151.41,11,102,,2,134,,高,NULL,NULL,20,96.1275
SC001810,三重區,重陽路三段5巷, ,民生街,大仁街,3722.27,346.3,10.7,區,路段,,中,0.00%,10,519.22,11,77,,2,114,,高,NULL,NULL,75,84.33365
SC002287,三重區,中興北街42巷, ,幸福東路,中興北街,3678.84,224.9,16.4,區,路段,12.94713523,高,0.35%,5,39.64,11,77,2,2,85,,高,7,NULL,77,55.65027
SC002289,三重區,光復路一段68巷, ,中興北街42巷,光復路一段,3600.09,213.4,16.9,區,路段,,高,0.00%,4,117.6,11,77,5,2,87,,高,NULL,NULL,76,60.49171
SC002291,三重區,光復路一段61巷, ,光復路一段68巷,五谷王北街42巷,3730.19,254,14.7,區,路段,,中,0.00%,2,137.5,11,77,3,1,29,,高,NULL,NULL,54,55.25225
SC002292,三重區,五谷王北街42巷, ,光復路一段61巷,五谷王北街,732.55,90.9,8.1,區,路段,,中,0.00%,0,NULL,11,77,,1,2,,中,NULL,NULL,8,100
SC003371,三重區,重陽路三段, ,安慶街,重陽路二段,6245.64,264.1,23.1,市,路段,,高,0.00%,3,4.81,11,77,,2,138,,高,NULL,1,58,52.33855
SC003372,三重區,中正北路, ,後竹圍街,重陽路二段,17547.41,1114.9,14.8,市,路段,0.275613357,中,0.00%,14,1830.95,11,77,,2,343,,高,14,NULL,285,22.06834
SC003374,三重區,大仁街, ,大同北路,明志街,1578.42,115.4,13.3,區,路段,0.937511669,中,0.06%,0,NULL,11,77,,1,31,,高,2,NULL,47,100
SC003378,三重區,五谷王北街, ,疏洪十四路,重新路五段,12453.1,214.1,12.2,區,路段,0.422393308,中,0.00%,9,536.06,11,77,4,2,34,,高,1,NULL,143,52.45491
SC003379,三重區,中正南路, ,重安街(縱貫公路),環河南路,9409.58,351.5,23.7,市,路段,98.33032033,高,1.05%,7,30.12,11,,,2,181,,高,3,NULL,117,28.15489
SC003382,三重區,環河道路, ,環河道路,重新路五段656巷,232.55,15.8,13.4,區,路段,,中,0.00%,1,162,11,77,,1,11,,中,NULL,NULL,9,100
SC003385,三重區,重陽路三段, ,安慶街,重陽路二段,2776.25,122.8,23.1,市,路段,,高,0.00%,2,266.25,11,77,,2,106,,高,NULL,NULL,55,61.60932
SC003386,三重區,中正北路, ,後竹圍街,頂崁街,30347.33,211.1,14.8,市區,路段,,中,0.00%,2,16.08,11,77,,2,86,,高,NULL,NULL,73,30.64569
SC003387,三重區,中正北路, ,中正北路,頂崁街,10638.27,720.8,14.8,市,路段,,中,0.00%,20,262.58,11,77,,2,279,,高,NULL,NULL,224,48.45436
SC003388,三重區,五華街, ,仁忠街,五華街,1779.9,193.1,9.3,區,路段,0.685186916,中,0.04%,2,169,11,77,,2,72,,高,3,NULL,63,100
SD000003,石碇區,碇格路一段, ,石崁路,碇格路一段,3952.58,409.4,9.7,區,路段,4.60800136,中,0.12%,1,1.2,,93,,NULL,23,,低,13,NULL,5,93.28934
SD000004,石碇區,湳窟路, ,石碇東街,石崁路,825.5,121.3,6.8,市,路段,,低,0.00%,2,28,,93,,NULL,46,,低,NULL,NULL,2,87.93316
SD000006,石碇區,汐祹路, ,汐碇路,雙菁公路,28902.29,4692.1,6.2,區,路段,1.058790696,低,0.00%,0,NULL,,93,,NULL,4,,中,2,NULL,6,94.473
SD000007,石碇區, , ,碇格路二段,北宜路五段(北宜公路),42766.8,8617.2,5,區,路段,23.08912131,低,0.05%,1,27,,97,,NULL,4,,高,5,NULL,11,85.64229
SD000023,石碇區,石崁路, ,雙菁公路,石崁路,11932.35,1368,8.7,市,路段,21.62918121,中,0.18%,3,40.8,,93,,NULL,31,,低,9,NULL,5,84.47093
SD000025,石碇區,雙菁公路, ,縣106乙,石崁路,4980.89,452.8,11,市,路段,27.01516825,中,0.54%,0,NULL,,93,,NULL,18,,中,7,NULL,7,80.28131
SD000026,石碇區,碇格路一段, ,碇格路一段,北47-1,15618.11,1831.6,8.5,區,路段,33.57680364,中,0.21%,2,3.15,,93,,NULL,58,,中,15,NULL,6,95.92116
SD000027,石碇區,碇格路二段, ,北47-1,北宜路五段(北宜公路),62191.43,6483.5,9.6,區,路段,78.72419933,中,0.13%,0,NULL,,97,,NULL,11,,高,21,NULL,14,93.57883
SD000032,石碇區,豐田道路, ,豐田道路,縣106乙,63119.81,5839.3,10.8,市,路段,185.1635783,中,0.29%,3,8.9,,93,,NULL,118,,高,60,NULL,12,64.49953
SD000033,石碇區, , ,豐田道路,坪石路,5562.73,463.6,12,市,路段,0.017764205,中,0.00%,0,NULL,,97,,NULL,8,,低,3,NULL,2,71.12214
